Change Component Designator: OldDesignator=J3 NewDesignator=J2
Change Component Designator: OldDesignator=J4 NewDesignator=J3
Change Component Designator: OldDesignator=J5 NewDesignator=J4
Change Component Designator: OldDesignator=J6 NewDesignator=J5
Change Component Designator: OldDesignator=Q1 NewDesignator=Q13
Change Component Designator: OldDesignator=R1 NewDesignator=R14
Change Component Designator: OldDesignator=R15 NewDesignator=R16
Change Component Designator: OldDesignator=R16 NewDesignator=R15
Change Component Designator: OldDesignator=U5 NewDesignator=U4
Change component parameters: Designator = "D1" ("D1"); Footprint = "FP-SMB-MFG"; UniqueID = "\FECMCKHB" ("\FECMCKHB")
Add component (AddParameter): Name = "Lens Color"; Value = "Colorless"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Style"; Value = "Rectangular"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Transparency"; Value = "Clear"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Luminous Intensity"; Value = "10mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85¢XC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40¢XC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of LEDs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "65mW"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Test Current"; Value = "20mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "160¢X"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength"; Value = "565nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "1.6mm"; VariantName = "[No Variations]"
Added Component: Designator=LED_R1(LUMX-SML-LX1206IC_V)
Add component (AddParameter): Name = "Color"; Value = "Red"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet URL"; Value = "http://www.lumex.com/content/files/ProductAttachment/SML-LX1206IC-TR.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Version"; Value = "Rev. J, 08/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dimension"; Value = "3.2x1.6x1.1mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dominant Wavelength"; Value = "N/A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ECCN"; Value = "EAR99"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Family"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "HTS"; Value = "8541402000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Intensity"; Value = "6mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LED Material"; Value = "GaAsP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Appearance"; Value = "ColorlessNonDiffused"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Dimensions"; Value = "2x1.6x0.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer URL"; Value = "http://www.lumexinstruments.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of LEDs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-25to85C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Description"; Value = "2-Pin Surface Mount Device, Body 3.2 x 1.5 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Reference"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeandReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part No"; Value = "SML-LX1206IC-TR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Peak Wavelength"; Value = "635nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pin_Count"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Reverse Voltage"; Value = "5(Min)V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Standard Pack"; Value = "3,000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier_Package"; Value = "SMD"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = "Uni-Color"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "160"; VariantName = "[No Variations]"
Added Component: Designator=LED_R2(LUMX-SML-LX1206IC_V)
Add component (AddParameter): Name = "Color"; Value = "Red"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet URL"; Value = "http://www.lumex.com/content/files/ProductAttachment/SML-LX1206IC-TR.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Version"; Value = "Rev. J, 08/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dimension"; Value = "3.2x1.6x1.1mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dominant Wavelength"; Value = "N/A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ECCN"; Value = "EAR99"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Family"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "HTS"; Value = "8541402000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Intensity"; Value = "6mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LED Material"; Value = "GaAsP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Appearance"; Value = "ColorlessNonDiffused"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Dimensions"; Value = "2x1.6x0.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer URL"; Value = "http://www.lumexinstruments.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of LEDs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-25to85C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Description"; Value = "2-Pin Surface Mount Device, Body 3.2 x 1.5 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Reference"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeandReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part No"; Value = "SML-LX1206IC-TR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Peak Wavelength"; Value = "635nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pin_Count"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Reverse Voltage"; Value = "5(Min)V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Standard Pack"; Value = "3,000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier_Package"; Value = "SMD"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = "Uni-Color"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "160"; VariantName = "[No Variations]"
Added Component: Designator=LED_R3(LUMX-SML-LX1206IC_V)
Add component (AddParameter): Name = "Color"; Value = "Red"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet URL"; Value = "http://www.lumex.com/content/files/ProductAttachment/SML-LX1206IC-TR.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Version"; Value = "Rev. J, 08/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dimension"; Value = "3.2x1.6x1.1mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dominant Wavelength"; Value = "N/A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ECCN"; Value = "EAR99"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Family"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "HTS"; Value = "8541402000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Intensity"; Value = "6mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LED Material"; Value = "GaAsP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Appearance"; Value = "ColorlessNonDiffused"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Dimensions"; Value = "2x1.6x0.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer URL"; Value = "http://www.lumexinstruments.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of LEDs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-25to85C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Description"; Value = "2-Pin Surface Mount Device, Body 3.2 x 1.5 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Reference"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeandReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part No"; Value = "SML-LX1206IC-TR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Peak Wavelength"; Value = "635nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pin_Count"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Reverse Voltage"; Value = "5(Min)V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Standard Pack"; Value = "3,000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier_Package"; Value = "SMD"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = "Uni-Color"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "160"; VariantName = "[No Variations]"
Added Component: Designator=LED_R4(LUMX-SML-LX1206IC_V)
Add component (AddParameter): Name = "Color"; Value = "Red"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet URL"; Value = "http://www.lumex.com/content/files/ProductAttachment/SML-LX1206IC-TR.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Version"; Value = "Rev. J, 08/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dimension"; Value = "3.2x1.6x1.1mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dominant Wavelength"; Value = "N/A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ECCN"; Value = "EAR99"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Family"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "HTS"; Value = "8541402000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Intensity"; Value = "6mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LED Material"; Value = "GaAsP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Appearance"; Value = "ColorlessNonDiffused"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Dimensions"; Value = "2x1.6x0.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Lumex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer URL"; Value = "http://www.lumexinstruments.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "SurfaceMount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of LEDs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-25to85C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Description"; Value = "2-Pin Surface Mount Device, Body 3.2 x 1.5 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Reference"; Value = "SML-LX1206IC"; VariantName = "[No Variations]"
